0.96573,0.959876,0.95422,0.656061,0.94232,0.964483,0.927516,0.921471,0.854864,0.948855
0.965575,0.963598,0.65828,0.935518,0.343262,0.947604,0.948403,0.699285,0.950833,0.912875
0.904458,0.953695,0.937997,0.946394,0.877586,0.935957,0.940475,0.902665,0.953184,0.564001
0.963063,0.964382,0.892455,0.96022,0.91504,0.79226,0.968217,0.940071,0.942179,0.96457
0.962281,0.969247,0.955204,0.461125,0.954748,0.684012,0.952474,0.914751,0.960773,0.909907
0.954138,0.800647,0.601201,0.960186,0.963552,0.932487,0.945927,0.966971,0.960161,0.947971
0.961338,0.874351,0.964198,0.948855,0.938097,0.893698,0.939652,0.963088,0.954883,0.949245
0.888418,0.963389,0.960135,0.966518,0.921339,0.779507,0.946437,0.954361,0.960546,0.963002
0.954033,0.627287,0.938242,0.952903,0.959399,0.95711,0.931685,0.945186,0.877801,0.957191
0.956794,0.948117,0.601145,0.960699,0.954047,0.96183,0.950045,0.884385,0.801779,0.95422
0.888931,0.964886,0.947842,0.828124,0.920404,0.706197,0.8827,0.956801,0.914175,0.924482
0.960135,0.959626,0.950984,0.895584,0.965481,0.960139,0.94544,0.86888,0.948191,0.960699
0.960705,0.922134,0.950069,0.957552,0.927595,0.537987,0.962551,0.957288,0.952704,0.812018
0.940365,0.913235,0.963063,0.961661,0.88967,0.194733,0.955882,0.90781,0.56333,0.873747
0.868445,0.942278,0.950423,0.961569,0.952783,0.96423,0.963758,0.909907,0.953479,0.824963
0.957552,0.963598,0.966858,0.911684,0.938704,0.90781,0.958576,0.771288,0.959374,0.927347
0.957543,0.910071,0.940071,0.898278,0.895584,0.930191,0.917367,0.884385,0.165683,0.96355
0.930572,0.914594,0.945186,0.969354,0.950274,0.832369,0.921339,0.94228,0.945018,0.964662
0.936801,0.963598,0.917323,0.955239,0.795017,0.564606,0.967416,0.942003,0.886109,0.893586
0.941271,0.944871,0.88864,0.963583,0.955367,0.957245,0.764507,0.639018,0.886109,0.929615
0.928972,0.953694,0.934095,0.715194,0.908839,0.903286,0.860668,0.835923,0.964097,0.946135
0.962356,0.820318,0.846164,0.938888,0.952692,0.962358,0.966238,0.914658,0.930191,0.943566
0.919683,0.960002,0.954155,0.815486,0.950984,0.959795,0.920895,0.909907,0.923617,0.956026
0.934232,0.963088,0.952899,0.704164,0.800584,0.94567,0.960809,0.922134,0.823625,0.963767
0.957288,0.5543,0.926848,0.893586,0.958906,0.945708,0.676642,0.942399,0.937011,0.867362
0.934136,0.942724,0.965729,0.961065,0.941026,0.898278,0.916111,0.947631,0.950266,0.881565
0.778299,0.94864,0.920835,0.954218,0.801779,0.916758,0.950274,0.953469,0.967513,0.960773
0.702655,0.963433,0.79226,0.937641,0.894453,0.964198,0.959399,0.946135,0.938888,0.903957
0.890771,0.959876,0.958806,0.950881,0.832589,0.960186,0.950535,0.963758,0.477928,0.94095
0.927111,0.968922,0.96418,0.287371,0.904582,0.956861,0.772839,0.964117,0.703269,0.952683
0.957191,0.959876,0.287371,0.827424,0.927516,0.900307,0.601201,0.50794,0.954625,0.95981
0.962744,0.965148,0.964244,0.744083,0.948855,0.960454,0.924646,0.937238,0.955882,0.965481
0.886282,0.956988,0.959507,0.96202,0.88864,0.954155,0.932145,0.962927,0.955802,0.940188
0.943235,0.960454,0.50794,0.92057,0.958003,0.914065,0.95981,0.445818,0.957785,0.954209
0.203404,0.881565,0.964483,0.920895,0.0986305,0.946638,0.952188,0.960288,0.927776,0.96183
0.954894,0.93771,0.918923,0.960789,0.964992,0.960699,0.961617,0.959217,0.916758,0.94668
0.893719,0.856094,0.807357,0.889067,0.925563,0.912994,0.920623,0.954748,0.964977,0.938503
0.647876,0.604666,0.963817,0.920623,0.962741,0.966456,0.960135,0.950535,0.920895,0.957364
