0.96254,0.945279,0.942537,0.93758,0.434611,0.933421,0.908015,0.950195,0.690412,0.946912
0.926738,0.0721532,0.950638,0.93932,0.690125,0.953089,0.961727,0.91377,0.950553,0.947615
0.957375,0.20928,0.798874,0.961693,0.953226,0.95151,0.934931,0.917893,0.918454,0.951974
0.921137,0.944088,0.935451,0.946136,0.950557,0.922139,0.861213,0.83331,0.951847,0.956545
0.957804,0.820232,0.951456,0.924532,0.920502,0.938089,0.929413,0.82684,0.468945,0.952117
0.434611,0.6995,0.95285,0.951279,0.949504,0.935759,0.925381,0.921729,0.952117,0.795604
0.922575,0.953211,0.78219,0.924353,0.911861,0.91823,0.885972,0.953442,0.927962,0.821998
0.962103,0.94058,0.949587,0.905083,0.948022,0.779706,0.929082,0.953516,0.93648,0.928615
0.954781,0.936975,0.952416,0.834281,0.942916,0.951674,0.959501,0.955252,0.434611,0.834252
0.92638,0.952119,0.811609,0.941944,0.939989,0.83938,0.953698,0.951389,0.958029,0.777096
0.921845,0.928013,0.911563,0.938117,0.928224,0.956581,0.944923,0.625686,0.930342,0.935665
0.819506,0.886966,0.256556,0.958029,0.943964,0.758963,0.854402,0.925649,0.929473,0.889593
0.182332,0.906887,0.911861,0.432548,0.903679,0.468945,0.915685,0.956871,0.819034,0.912748
0.944094,0.866272,0.949199,0.949009,0.662283,0.953489,0.933421,0.931766,0.887036,0.950548
0.931146,0.906887,0.91163,0.904942,0.938088,0.934573,0.908423,0.957375,0.894928,0.913057
0.741292,0.961521,0.947844,0.960192,0.844115,0.827596,0.936847,0.964244,0.808214,0.210165
0.898486,0.959679,0.945279,0.957108,0.931875,0.861255,0.95869,0.628776,0.904744,0.955109
0.958465,0.952778,0.855356,0.908598,0.962575,0.95056,0.96105,0.918454,0.93194,0.953442
0.956563,0.896662,0.929473,0.921574,0.952893,0.89861,0.893603,0.960235,0.928609,0.925474
0.945818,0.865487,0.921137,0.876713,0.959217,0.941104,0.779706,0.9287,0.795247,0.949144
0.943914,0.79621,0.821998,0.362122,0.819506,0.951522,0.843806,0.94612,0.961843,0.95545
0.956563,0.957102,0.952126,0.954199,0.914141,0.920107,0.892772,0.949199,0.858011,0.951924
0.946054,0.942662,0.956414,0.252447,0.920107,0.888915,0.948749,0.956162,0.147966,0.914411
0.092198,0.947964,0.94612,0.942537,0.909306,0.616219,0.949504,0.112022,0.967183,0.758673
0.895262,0.955223,0.938433,0.916639,0.945028,0.962103,0.87227,0.949587,0.484184,0.917294
0.944636,0.925381,0.949357,0.945925,0.961078,0.843354,0.857077,0.861728,0.941572,0.955989
0.951453,0.920396,0.793207,0.949475,0.924901,0.939107,0.862147,0.935479,0.934931,0.916666
0.952726,0.948167,0.931766,0.819506,0.947884,0.950896,0.945503,0.944465,0.93648,0.958036
0.534411,0.940171,0.872644,0.821998,0.882604,0.434611,0.965202,0.95151,0.951946,0.926174
0.936147,0.829416,0.916444,0.742687,0.929873,0.894928,0.938133,0.938516,0.804202,0.147966
0.91099,0.69808,0.954234,0.829416,0.946937,0.951974,0.838083,0.946132,0.954302,0.95614
0.941104,0.86634,0.92708,0.957551,0.803766,0.850599,0.95454,0.798874,0.925474,0.93775
0.495659,0.94162,0.624942,0.964333,0.861213,0.953211,0.946912,0.949192,0.962575,0.612236
0.863347,0.920402,0.494617,0.929677,0.789527,0.861728,0.915296,0.872846,0.941037,0.943177
0.956463,0.914681,0.90629,0.942916,0.952416,0.641842,0.83487,0.87227,0.926818,0.643145
0.894395,0.919698,0.69808,0.829416,0.957264,0.962232,0.0721532,0.823936,0.959558,0.959077
0.782385,0.921239,0.956463,0.951522,0.849666,0.945845,0.957375,0.963006,0.903589,0.911861
0.942629,0.937553,0.904942,0.954485,0.899523,0.745899,0.958027,0.654904,0.928485,0.945785
0.944094,0.251274,0.912959,0.951674,0.95657,0.951306,0.963252,0.945289,0.941693,0.385151
0.944374,0.962964,0.924044,0.952928,0.956414,0.952232,0.920565,0.95505,0.955891,0.95285
0.953331,0.924981,0.964244,0.690412,0.827409,0.94529,0.955649,0.867573,0.955607,0.885972
0.761038,0.934931,0.93194,0.945028,0.864364,0.949144,0.924044,0.909102,0.924981,0.962607
0.856824,0.876821,0.96041,0.956216,0.76684,0.949199,0.952232,0.964851,0.729125,0.87412
0.911254,0.959716,0.514504,0.743794,0.908982,0.83938,0.96002,0.172924,0.945314,0.938222
0.875236,0.935518,0.901383,0.956143,0.955223,0.905083,0.843895,0.332189,0.945028,0.844115
0.903375,0.905083,0.949086,0.877769,0.876583,0.95878,0.921137,0.954968,0.946325,0.95397
0.731073,0.688177,0.915901,0.962543,0.95872,0.894928,0.913057,0.952935,0.943786,0.955109
0.941104,0.947307,0.908611,0.955058,0.957102,0.96002,0.938473,0.946259,0.914141,0.930162
0.953442,0.954318,0.944596,0.93575,0.921729,0.950951,0.874691,0.958869,0.915998,0.908423
0.20928,0.918475,0.900006,0.919416,0.876155,0.94397,0.941693,0.925589,0.946132,0.624085
0.962543,0.942099,0.935479,0.950838,0.467521,0.920731,0.930772,0.962103,0.93686,0.93932
