0.200412,0.0461853,0.0464274,0.0415433,0.40014,0.0408061,0.0655542,0.0414807,0.0510142,0.0573802,0.0567195,0.0410418,0.0419268,0.18824,0.0410018,0.0413984,0.055365,0.048623,0.0405701, 0.0540565
0.0564015,0.0409488,0.0650374,0.0844055,0.0690279,0.0440981,0.0426105,0.0909891,0.152379,0.0437728,0.0487656,0.043192,0.050486,0.0485014,0.0611719,0.0838245,0.0441243,0.0715667,0.0528045,0.0530683
0.0410151,0.040721,0.0407868,0.0408492,0.0842582,0.287629,0.041427,0.047145,0.0423096,0.0473928,0.0528969,0.0437795,0.0721281,0.0481918,0.0428678,0.488391,0.0523003,0.107034,0.0790738,0.0421574
0.06045,0.0710162,0.0752438,0.0426503,0.0666195,0.284424,0.0666294,0.0519636,0.0489138,0.0505219,0.0851659,0.0491708,0.0855813,0.0465825,0.0457596,0.185082,0.060645,0.0502764,0.0528308,0.0797853
0.194279,0.209089,0.100599,0.207085,0.180036,0.0574753,0.142389,0.0771452,0.303602,0.104435,0.0972144,0.0512645,0.106372,0.064862,0.0473343,0.0600199,0.0578622,0.279228,0.0440195,0.0605657
0.0454085,0.0456389,0.0563206,0.0474108,0.0666477,0.0508334,0.045154,0.0522808,0.0439693,0.0489979,0.0432501,0.0443838,0.0901206,0.0928884,0.113476,0.0737409,0.0514334,0.0438498,0.0650523,0.0523481
0.0771287,0.165683,0.0435549,0.0654488,0.0593791,0.157973,0.0519918,0.47536,0.0485402,0.101752,0.0671255,0.106246,0.112344,0.0449404,0.346965,0.105342,0.163314,0.200197,0.162313,0.144962
0.0895588,0.099053,0.133457,0.0511498,0.0453842,0.357516,0.0822187,0.0465483,0.0448341,0.0614922,0.0490564,0.0618379,0.269244,0.0570085,0.0631929,0.0470991,0.0588708,0.0905417,0.09222,0.0499133
0.0518614,0.0577168,0.04208,0.0517022,0.0520771,0.042262,0.13793,0.0529059,0.0538294,0.0440694,0.0434355,0.0408662,0.0495239,0.0475249,0.336341,0.0609063,0.0562358,0.0456297,0.0552948,0.0642468
0.064298,0.0641306,0.127321,0.0814931,0.0457568,0.0441868,0.0559938,0.0498833,0.351788,0.0585052,0.0589639,0.142564,0.195788,0.0434089,0.06122,0.13382,0.05807,0.0651385,0.0503579,0.0634183
0.112402,0.0499647,0.0525313,0.22372,0.0594816,0.0859651,0.197041,0.0520307,0.0448927,0.0436584,0.0596775,0.0417129,0.0667225,0.0624561,0.069006,0.0505037,0.0472715,0.074938,0.0768929,0.0479123
0.0450438,0.279832,0.0518443,0.0527317,0.0523358,0.124527,0.0672828,0.0783254,0.0626754,0.101326,0.075835,0.0476469,0.0580573,0.149643,0.0421997,0.0950209,0.0751205,0.0854346,0.0443352,0.0559767
0.0854382,0.0731185,0.0489322,0.0488705,0.044554,0.044909,0.052621,0.0862234,0.0493473,0.0613401,0.0458074,0.091506,0.125634,0.0521876,0.0725601,0.0457982,0.0641945,0.0514549,0.0508733,0.0427035
0.0493816,0.0637754,0.0467386,0.115111,0.0449187,0.121696,0.109158,0.070405,0.0440275,0.0444407,0.102183,0.099578,0.109295,0.0587012,0.0608351,0.0655728,0.096396,0.0638815,0.0582802,0.0501323
0.078487,0.0467257,0.0486074,0.0452492,0.0481387,0.0490185,0.0464671,0.0499645,0.0433515,0.0443903,0.0514003,0.0512673,0.0475212,0.0455157,0.0480184,0.047494,0.0444777,0.0522588,0.0443724,0.042045
