0.184141,0.0420014,0.0405201,0.0406033,0.580385,0.0398983,0.0424699,0.0398812,0.0429089,0.0814659,0.0669811,0.0397795,0.0413072,0.309417,0.0398944,0.0402633,0.0489895,0.049461,0.0395867,0.0798229
0.0935345,0.0399111,0.0526799,0.128187,0.0581503,0.041151,0.0405281,0.0449428,0.265864,0.0411562,0.0447424,0.0451853,0.0545793,0.045237,0.0462286,0.0631861,0.0398796,0.0504951,0.0627038,0.0506975
0.0395512,0.0398282,0.0396486,0.0397247,0.0780709,0.281029,0.0406022,0.0422142,0.0401307,0.0532538,0.0498581,0.0444895,0.107179,0.0561922,0.0411819,0.487095,0.0647136,0.153974,0.0951791,0.0403708
0.0799781,0.0543847,0.0756789,0.0403475,0.0881342,0.350723,0.101281,0.049371,0.0456632,0.0499843,0.0894163,0.051096,0.120461,0.0467759,0.0548013,0.166999,0.0605049,0.0515145,0.0813983,0.0687936
0.271169,0.17846,0.121161,0.257856,0.193367,0.0691626,0.153919,0.0886735,0.367179,0.0852056,0.243897,0.061531,0.340874,0.0754266,0.0481592,0.0465457,0.0502873,0.185852,0.0421643,0.046735
0.0456818,0.0461511,0.0578041,0.0450367,0.0468922,0.0436697,0.0444214,0.0495575,0.0425104,0.0425065,0.0414186,0.0871684,0.117093,0.0867518,0.0453125,0.0457799,0.0513085,0.0519535,0.0400903,0.0517012
0.0519759,0.129968,0.0441485,0.0464678,0.0431305,0.223447,0.0502825,0.358818,0.0570261,0.0902614,0.051158,0.069455,0.10331,0.0417713,0.224422,0.0972357,0.095784,0.125506,0.351307,0.0619798
0.0600662,0.181934,0.0926938,0.0749096,0.0472846,0.20814,0.0962206,0.0511331,0.0651952,0.0614194,0.042829,0.0797132,0.547983,0.047861,0.0468139,0.0427444,0.0431045,0.141094,0.0868109,0.0745779
0.0480976,0.0732803,0.040889,0.0428061,0.0435087,0.0410029,0.218307,0.111957,0.057372,0.0415284,0.0422306,0.0395704,0.0465749,0.0446822,0.217204,0.0579333,0.0720225,0.0398946,0.0641566,0.0498025
0.046053,0.0709946,0.106011,0.0846004,0.04751,0.0400985,0.0475926,0.0436903,0.367789,0.0438703,0.0465793,0.0742069,0.103359,0.0405168,0.0577837,0.0691135,0.0447049,0.0472702,0.0448407,0.049192
0.104318,0.0433023,0.0461212,0.244213,0.051885,0.0912197,0.195287,0.0405018,0.0424599,0.0422309,0.0519535,0.0400903,0.0517012,0.0798229,0.0752128,0.0403679,0.0423361,0.111876,0.140663,0.0429403
0.0423582,0.0902038,0.064207,0.0483024,0.0408681,0.0485565,0.0674496,0.04502,0.0452802,0.115173,0.071092,0.0475012,0.0444479,0.130409,0.0399041,0.0622084,0.106502,0.0524885,0.040416,0.0427575
0.0448455,0.0612174,0.0413627,0.0419262,0.0449323,0.0402268,0.0480124,0.042308,0.0432965,0.0572714,0.0411844,0.11305,0.0769952,0.0436992,0.0529759,0.0402873,0.0487256,0.0465769,0.0464144,0.039876
0.0428981,0.0494507,0.0406544,0.0581033,0.046489,0.0858527,0.111811,0.0692989,0.0418321,0.0412254,0.0541602,0.189124,0.0616994,0.0449755,0.0688748,0.0484867,0.054983,0.0432593,0.0461061,0.042682
0.0827556,0.0436001,0.0442766,0.0431081,0.0447502,0.0453444,0.0423326,0.0536008,0.0416421,0.0401091,0.0455529,0.0540411,0.050531,0.0408643,0.0428718,0.0455524,0.0422243,0.0436234,0.0403328,0.0404275
0.0447155,0.0426008,0.0436108,0.130599,0.0401404,0.0433982,0.052108,0.0430154,0.040901,0.0425704,0.059571,0.0440421,0.0581015,0.116887,0.0402844,0.0448595,0.0437759,0.0502253,0.0437822,0.0398031
0.0432457,0.0402842,0.0490651,0.0494349,0.0424825,0.04262,0.0415098,0.0540717,0.0593334,0.0402443,0.0423347,0.0409047,0.0542061,0.0493421,0.0463082,0.0502768,0.0714005,0.0407976,0.0991925,0.0510007
0.0583753,0.0491596,0.0423456,0.0426306,0.185386,0.144177,0.0420898,0.0496176,0.0407309,0.0395271,0.04054,0.0395636,0.0442321,0.150974,0.0707837,0.0496545,0.104766,0.0436555,0.263655,0.0460639
0.0476845,0.0740265,0.0447144,0.100324,0.0619893,0.0434967,0.0840266,0.0419586,0.105709,0.0538714,0.219347,0.0420143,0.0410101,0.0425545,0.0918925,0.0416297,0.0401344,0.0546086,0.0414543,0.0443988
0.0446035,0.0568979,0.0477432,0.0459457,0.0586192,0.0430805,0.0413744,0.043146,0.0447793,0.0540204,0.52241,0.0404303,0.128165,0.0428743,0.0440014,0.0622837,0.0410221,0.0404851,0.0551538,0.0401767
0.117594,0.0459272,0.055916,0.0826077,0.0835801,0.0418014,0.0427985,0.045002,0.0477364,0.0451349,0.197078,0.0404057,0.0479717,0.0434601,0.366721,0.0590286,0.0526093,0.0780185,0.0661998,0.0399387
0.0515276,0.0399411,0.17839,0.0486334,0.120014,0.10997,0.241636,0.0859712,0.0448514,0.0416371,0.0758938,0.0508407,0.0437764,0.542809,0.0966468,0.0463943,0.0414532,0.0473122,0.0460765,0.0406805
0.0555836,0.0490618,0.0451519,0.0420177,0.0475556,0.200107,0.040495,0.0541852,0.0774582,0.0399939,0.263478,0.0424917,0.057755,0.152194,0.0439188,0.0530601,0.0417386,0.0469669,0.0706482,0.041165
0.0410953,0.0433547,0.0564484,0.0398139,0.0422014,0.141307,0.0457031,0.0500768,0.0509941,0.0745755,0.0417384,0.044135,0.0952325,0.054276,0.397494,0.0459084,0.212455,0.45081,0.0573707,0.0508061
0.0456283,0.0415216,0.0528262,0.0665706,0.287617,0.0488809,0.0506167,0.0525721,0.040725,0.173429,0.0487189,0.0586979,0.0672221,0.0590361,0.0522202,0.0454801,0.0570964,0.159151,0.0532827,0.0448846
